"","Year","Plot","Treatment","Functional.group","Mass.g.m.2."
"628",2007,91,"Insecticide","W",0
"629",2007,91,"Insecticide","moss_lichen",0
"630",2007,91,"Insecticide","moss",0
"631",2007,92,"SoilDrenchFungicide","C3",0
"632",2007,92,"SoilDrenchFungicide","F",0
"633",2007,92,"SoilDrenchFungicide","L",40.8
"634",2007,92,"SoilDrenchFungicide","C4",21.3
"635",2007,92,"SoilDrenchFungicide","W",0
"636",2007,92,"SoilDrenchFungicide","moss_lichen",0
"637",2007,92,"SoilDrenchFungicide","moss",0
"638",2007,93,"Control","C3",0
"639",2007,93,"Control","F",0
"640",2007,93,"Control","L",46.6
"641",2007,93,"Control","C4",61.7
"642",2007,93,"Control","W",0
"643",2007,93,"Control","moss_lichen",0
"644",2007,93,"Control","moss",0
"645",2007,94,"FoliarFungicide","C3",0
"646",2007,94,"FoliarFungicide","F",0
"647",2007,94,"FoliarFungicide","L",10.2
"648",2007,94,"FoliarFungicide","C4",2.5
"649",2007,94,"FoliarFungicide","W",0
"650",2007,94,"FoliarFungicide","moss_lichen",0
"651",2007,94,"FoliarFungicide","moss",0
"652",2007,95,"AllPesticides","C3",0
"653",2007,95,"AllPesticides","F",0
"654",2007,95,"AllPesticides","L",15.2
"655",2007,95,"AllPesticides","C4",18.9
"656",2007,95,"AllPesticides","W",0
"657",2007,95,"AllPesticides","moss_lichen",0
"658",2007,95,"AllPesticides","moss",0
"659",2007,96,"AllPesticides","C3",0
"660",2007,96,"AllPesticides","F",0
"661",2007,96,"AllPesticides","L",0
"662",2007,96,"AllPesticides","C4",69.6
"663",2007,96,"AllPesticides","W",0
"664",2007,96,"AllPesticides","moss_lichen",0
"665",2007,96,"AllPesticides","moss",0
"666",2007,97,"Insecticide","C3",0
"667",2007,97,"Insecticide","F",0
"668",2007,97,"Insecticide","L",0
"669",2007,97,"Insecticide","C4",34.1
"670",2007,97,"Insecticide","W",0
"671",2007,97,"Insecticide","moss_lichen",0
"672",2007,97,"Insecticide","moss",0
"673",2007,98,"Control","C3",0
"674",2007,98,"Control","F",0
"675",2007,98,"Control","L",0
"676",2007,98,"Control","C4",10.1
"677",2007,98,"Control","W",0
"678",2007,98,"Control","moss_lichen",0
"679",2007,98,"Control","moss",0
"680",2007,99,"FoliarFungicide","C3",0
"681",2007,99,"FoliarFungicide","F",0
"682",2007,99,"FoliarFungicide","L",0
"683",2007,99,"FoliarFungicide","C4",3
"684",2007,99,"FoliarFungicide","W",0
"685",2007,99,"FoliarFungicide","moss_lichen",0
"686",2007,99,"FoliarFungicide","moss",0
"687",2007,100,"SoilDrenchFungicide","C3",0
"688",2007,100,"SoilDrenchFungicide","F",0
"689",2007,100,"SoilDrenchFungicide","L",0
"690",2007,100,"SoilDrenchFungicide","C4",50.8
"691",2007,100,"SoilDrenchFungicide","W",0
"692",2007,100,"SoilDrenchFungicide","moss_lichen",0
"693",2007,100,"SoilDrenchFungicide","moss",0
"694",2007,101,"SoilDrenchFungicide","C3",1.8
"695",2007,101,"SoilDrenchFungicide","F",9.1
"696",2007,101,"SoilDrenchFungicide","L",36.3
"697",2007,101,"SoilDrenchFungicide","C4",0
"698",2007,101,"SoilDrenchFungicide","W",0
"699",2007,101,"SoilDrenchFungicide","moss_lichen",0
"700",2007,101,"SoilDrenchFungicide","moss",0
"701",2007,102,"AllPesticides","C3",12.8
"702",2007,102,"AllPesticides","F",16.8
"703",2007,102,"AllPesticides","L",45.9
"704",2007,102,"AllPesticides","C4",0
"705",2007,102,"AllPesticides","W",0
"706",2007,102,"AllPesticides","moss_lichen",0
"707",2007,102,"AllPesticides","moss",0
"708",2007,103,"FoliarFungicide","C3",5.6
"709",2007,103,"FoliarFungicide","F",6.5
"710",2007,103,"FoliarFungicide","L",18
"711",2007,103,"FoliarFungicide","C4",0
"712",2007,103,"FoliarFungicide","W",0
"713",2007,103,"FoliarFungicide","moss_lichen",0
"714",2007,103,"FoliarFungicide","moss",0
"715",2007,104,"Control","C3",11.5
"716",2007,104,"Control","F",35.7
"717",2007,104,"Control","L",25.6
"718",2007,104,"Control","C4",0
"719",2007,104,"Control","W",0
"720",2007,104,"Control","moss_lichen",0
"721",2007,104,"Control","moss",0
"722",2007,105,"Insecticide","C3",2.9
"723",2007,105,"Insecticide","F",77.1
"724",2007,105,"Insecticide","L",69.4
"725",2007,105,"Insecticide","C4",0
"726",2007,105,"Insecticide","W",0
"727",2007,105,"Insecticide","moss_lichen",0
"728",2007,105,"Insecticide","moss",0
"729",2007,106,"SoilDrenchFungicide","C3",1.2
"730",2007,106,"SoilDrenchFungicide","F",0
"731",2007,106,"SoilDrenchFungicide","L",0
"732",2007,106,"SoilDrenchFungicide","C4",0
"733",2007,106,"SoilDrenchFungicide","W",0
"734",2007,106,"SoilDrenchFungicide","moss_lichen",0
"735",2007,106,"SoilDrenchFungicide","moss",0
"736",2007,107,"Control","C3",0.8
"737",2007,107,"Control","F",0
"738",2007,107,"Control","L",0
"739",2007,107,"Control","C4",0
"740",2007,107,"Control","W",0
"741",2007,107,"Control","moss_lichen",0
"742",2007,107,"Control","moss",0
"743",2007,108,"Insecticide","C3",2.6
"744",2007,108,"Insecticide","F",0
"745",2007,108,"Insecticide","L",0
"746",2007,108,"Insecticide","C4",0
"747",2007,108,"Insecticide","W",0
"748",2007,108,"Insecticide","moss_lichen",0
"749",2007,108,"Insecticide","moss",0
"750",2007,109,"AllPesticides","C3",4.2
"751",2007,109,"AllPesticides","F",0
"752",2007,109,"AllPesticides","L",0
"753",2007,109,"AllPesticides","C4",0
"754",2007,109,"AllPesticides","W",0
"755",2007,109,"AllPesticides","moss_lichen",0
"756",2007,109,"AllPesticides","moss",0
"757",2007,111,"FoliarFungicide","C3",7.6
"758",2007,111,"FoliarFungicide","F",46.7
"759",2007,111,"FoliarFungicide","L",99.6
"760",2007,111,"FoliarFungicide","C4",42
"761",2007,111,"FoliarFungicide","W",0
"762",2007,111,"FoliarFungicide","moss_lichen",0
"763",2007,111,"FoliarFungicide","moss",0
"764",2007,112,"SoilDrenchFungicide","C3",10.4
"765",2007,112,"SoilDrenchFungicide","F",0.2
"766",2007,112,"SoilDrenchFungicide","L",81.8
"767",2007,112,"SoilDrenchFungicide","C4",143.7
"768",2007,112,"SoilDrenchFungicide","W",0
"769",2007,112,"SoilDrenchFungicide","moss_lichen",0
"770",2007,112,"SoilDrenchFungicide","moss",0
"771",2007,113,"AllPesticides","C3",0
"772",2007,113,"AllPesticides","F",0
"773",2007,113,"AllPesticides","L",212.1
"774",2007,113,"AllPesticides","C4",89.8
"775",2007,113,"AllPesticides","W",0
"776",2007,113,"AllPesticides","moss_lichen",0
"777",2007,113,"AllPesticides","moss",0
"778",2007,114,"Control","C3",0
"779",2007,114,"Control","F",19.3
"780",2007,114,"Control","L",140.2
"781",2007,114,"Control","C4",142.3
"782",2007,114,"Control","W",0
"783",2007,114,"Control","moss_lichen",0
"784",2007,114,"Control","moss",0
"785",2007,115,"Insecticide","C3",1.5
"786",2007,115,"Insecticide","F",0
"787",2007,115,"Insecticide","L",199.1
"788",2007,115,"Insecticide","C4",141.2
"789",2007,115,"Insecticide","W",0
"790",2007,115,"Insecticide","moss_lichen",0
"791",2007,115,"Insecticide","moss",0
"792",2007,116,"SoilDrenchFungicide","C3",1.4
"793",2007,116,"SoilDrenchFungicide","F",0
"794",2007,116,"SoilDrenchFungicide","L",125.6
"795",2007,116,"SoilDrenchFungicide","C4",83.7
"796",2007,116,"SoilDrenchFungicide","W",0
"797",2007,116,"SoilDrenchFungicide","moss_lichen",0
"798",2007,116,"SoilDrenchFungicide","moss",0
"799",2007,117,"FoliarFungicide","C3",32.1
"800",2007,117,"FoliarFungicide","F",0.4
"801",2007,117,"FoliarFungicide","L",328.3
"802",2007,117,"FoliarFungicide","C4",76
"803",2007,117,"FoliarFungicide","W",0
"804",2007,117,"FoliarFungicide","moss_lichen",0
"805",2007,117,"FoliarFungicide","moss",0
"806",2007,118,"Control","C3",29.4
"807",2007,118,"Control","F",0
"808",2007,118,"Control","L",149.8
"809",2007,118,"Control","C4",127
"810",2007,118,"Control","W",0
"811",2007,118,"Control","moss_lichen",0
"812",2007,118,"Control","moss",0
"813",2007,119,"AllPesticides","C3",4.2
"814",2007,119,"AllPesticides","F",28.8
"815",2007,119,"AllPesticides","L",68.2
"816",2007,119,"AllPesticides","C4",104.5
"817",2007,119,"AllPesticides","W",0
"818",2007,119,"AllPesticides","moss_lichen",0
"819",2007,119,"AllPesticides","moss",0
"820",2007,120,"Insecticide","C3",0
"821",2007,120,"Insecticide","F",3.4
"822",2007,120,"Insecticide","L",166.2
"823",2007,120,"Insecticide","C4",259.9
"824",2007,120,"Insecticide","W",0
"825",2007,120,"Insecticide","moss_lichen",0
"826",2007,120,"Insecticide","moss",0
"827",2007,124,"Insecticide","C3",8.9
"828",2007,124,"Insecticide","F",0
"829",2007,124,"Insecticide","L",0
"830",2007,124,"Insecticide","C4",0
"831",2007,124,"Insecticide","W",0
"832",2007,124,"Insecticide","moss_lichen",0
"833",2007,124,"Insecticide","moss",0
"834",2007,126,"Control","C3",0
"835",2007,126,"Control","F",2.8
"836",2007,126,"Control","L",29
"837",2007,126,"Control","C4",76.5
"838",2007,126,"Control","W",0
"839",2007,126,"Control","moss_lichen",0
"840",2007,126,"Control","moss",0
"841",2007,127,"AllPesticides","C3",0
"842",2007,127,"AllPesticides","F",0
"843",2007,127,"AllPesticides","L",38.3
"844",2007,127,"AllPesticides","C4",63.7
"845",2007,127,"AllPesticides","W",0
"846",2007,127,"AllPesticides","moss_lichen",0
"847",2007,127,"AllPesticides","moss",0
"848",2007,128,"SoilDrenchFungicide","C3",2.6
"849",2007,128,"SoilDrenchFungicide","F",10.7
"850",2007,128,"SoilDrenchFungicide","L",86.1
"851",2007,128,"SoilDrenchFungicide","C4",77.2
"852",2007,128,"SoilDrenchFungicide","W",0
"853",2007,128,"SoilDrenchFungicide","moss_lichen",0
"854",2007,128,"SoilDrenchFungicide","moss",0
"855",2007,129,"FoliarFungicide","C3",0
"856",2007,129,"FoliarFungicide","F",20.5
"857",2007,129,"FoliarFungicide","L",75.8
"858",2007,129,"FoliarFungicide","C4",69.8
"859",2007,129,"FoliarFungicide","W",0
"860",2007,129,"FoliarFungicide","moss_lichen",0
"861",2007,129,"FoliarFungicide","moss",0
"862",2007,130,"Insecticide","C3",10
"863",2007,130,"Insecticide","F",3
"864",2007,130,"Insecticide","L",40
"865",2007,130,"Insecticide","C4",94.3
"866",2007,130,"Insecticide","W",0
"867",2007,130,"Insecticide","moss_lichen",0
"868",2007,130,"Insecticide","moss",0
"869",2007,131,"AllPesticides","C3",54.5
"870",2007,131,"AllPesticides","F",0
"871",2007,131,"AllPesticides","L",0
"872",2007,131,"AllPesticides","C4",0
"873",2007,131,"AllPesticides","W",0
"874",2007,131,"AllPesticides","moss_lichen",0
"875",2007,131,"AllPesticides","moss",0
"876",2007,132,"Control","C3",38.5
"877",2007,132,"Control","F",0
"878",2007,132,"Control","L",0
"879",2007,132,"Control","C4",0
"880",2007,132,"Control","W",0
"881",2007,132,"Control","moss_lichen",0
"882",2007,132,"Control","moss",0
"883",2007,133,"Insecticide","C3",27.1
"884",2007,133,"Insecticide","F",0
"885",2007,133,"Insecticide","L",0
"886",2007,133,"Insecticide","C4",0
"887",2007,133,"Insecticide","W",0
"888",2007,133,"Insecticide","moss_lichen",0
"889",2007,133,"Insecticide","moss",0
"890",2007,134,"FoliarFungicide","C3",23.8
"891",2007,134,"FoliarFungicide","F",0
"892",2007,134,"FoliarFungicide","L",0
"893",2007,134,"FoliarFungicide","C4",0
"894",2007,134,"FoliarFungicide","W",0
"895",2007,134,"FoliarFungicide","moss_lichen",0
"896",2007,134,"FoliarFungicide","moss",0
"897",2007,135,"SoilDrenchFungicide","C3",10.3
"898",2007,135,"SoilDrenchFungicide","F",0
"899",2007,135,"SoilDrenchFungicide","L",0
"900",2007,135,"SoilDrenchFungicide","C4",0
"901",2007,135,"SoilDrenchFungicide","W",0
"902",2007,135,"SoilDrenchFungicide","moss_lichen",0
"903",2007,135,"SoilDrenchFungicide","moss",0
"904",2007,136,"AllPesticides","C3",22.1
"905",2007,136,"AllPesticides","F",40.6
"906",2007,136,"AllPesticides","L",41.6
"907",2007,136,"AllPesticides","C4",71.4
"908",2007,136,"AllPesticides","W",0
"909",2007,136,"AllPesticides","moss_lichen",0
"910",2007,136,"AllPesticides","moss",0
"911",2007,137,"Insecticide","C3",31.8
"912",2007,137,"Insecticide","F",9.7
"913",2007,137,"Insecticide","L",72.3
"914",2007,137,"Insecticide","C4",165.2
"915",2007,137,"Insecticide","W",0
"916",2007,137,"Insecticide","moss_lichen",0
"917",2007,137,"Insecticide","moss",0
"918",2007,138,"Control","C3",16.9
"919",2007,138,"Control","F",107.1
"920",2007,138,"Control","L",45.5
"921",2007,138,"Control","C4",53.9
"922",2007,138,"Control","W",0
"923",2007,138,"Control","moss_lichen",0
"924",2007,138,"Control","moss",0
"925",2007,139,"SoilDrenchFungicide","C3",16.5
"926",2007,139,"SoilDrenchFungicide","F",118.9
"927",2007,139,"SoilDrenchFungicide","L",27.7
"928",2007,139,"SoilDrenchFungicide","C4",337.2
"929",2007,139,"SoilDrenchFungicide","W",0
"930",2007,139,"SoilDrenchFungicide","moss_lichen",0
"931",2007,139,"SoilDrenchFungicide","moss",0
"932",2007,140,"FoliarFungicide","C3",23.2
"933",2007,140,"FoliarFungicide","F",7.1
"934",2007,140,"FoliarFungicide","L",71.1
"935",2007,140,"FoliarFungicide","C4",284.3
"936",2007,140,"FoliarFungicide","W",0
"937",2007,140,"FoliarFungicide","moss_lichen",0
"938",2007,140,"FoliarFungicide","moss",0
"939",2007,141,"FoliarFungicide","C3",0
"940",2007,141,"FoliarFungicide","F",0
"941",2007,141,"FoliarFungicide","L",0
"942",2007,141,"FoliarFungicide","C4",39.7
"943",2007,141,"FoliarFungicide","W",0
"944",2007,141,"FoliarFungicide","moss_lichen",0
"945",2007,141,"FoliarFungicide","moss",0
"946",2007,142,"Control","C3",0
"947",2007,142,"Control","F",0
"948",2007,142,"Control","L",0
"949",2007,142,"Control","C4",9
"950",2007,142,"Control","W",0
"951",2007,142,"Control","moss_lichen",0
"952",2007,142,"Control","moss",0
"953",2007,143,"SoilDrenchFungicide","C3",0
"954",2007,143,"SoilDrenchFungicide","F",0
"955",2007,143,"SoilDrenchFungicide","L",0
"956",2007,143,"SoilDrenchFungicide","C4",68.6
"957",2007,143,"SoilDrenchFungicide","W",0
"958",2007,143,"SoilDrenchFungicide","moss_lichen",0
"959",2007,143,"SoilDrenchFungicide","moss",0
"960",2007,144,"Insecticide","C3",0
"961",2007,144,"Insecticide","F",0
"962",2007,144,"Insecticide","L",0
"963",2007,144,"Insecticide","C4",32.3
"964",2007,144,"Insecticide","W",0
"965",2007,144,"Insecticide","moss_lichen",0
"966",2007,144,"Insecticide","moss",0
"967",2007,145,"AllPesticides","C3",0
"968",2007,145,"AllPesticides","F",0
"969",2007,145,"AllPesticides","L",0
"970",2007,145,"AllPesticides","C4",33.6
"971",2007,145,"AllPesticides","W",0
"972",2007,145,"AllPesticides","moss_lichen",0
"973",2007,145,"AllPesticides","moss",0
"974",2007,146,"Insecticide","C3",0
"975",2007,146,"Insecticide","F",0
"976",2007,146,"Insecticide","L",0
"977",2007,146,"Insecticide","C4",25.3
"978",2007,146,"Insecticide","W",0
"979",2007,146,"Insecticide","moss_lichen",0
"980",2007,146,"Insecticide","moss",0
"981",2007,147,"AllPesticides","C3",0
"982",2007,147,"AllPesticides","F",0
"983",2007,147,"AllPesticides","L",0
"984",2007,147,"AllPesticides","C4",54.7
"985",2007,147,"AllPesticides","W",0
"986",2007,147,"AllPesticides","moss_lichen",0
"987",2007,147,"AllPesticides","moss",0
"988",2007,148,"Control","C3",0
"989",2007,148,"Control","F",0
"990",2007,148,"Control","L",0
"991",2007,148,"Control","C4",1.3
"992",2007,148,"Control","W",0
"993",2007,148,"Control","moss_lichen",0
"994",2007,148,"Control","moss",0
"995",2007,149,"FoliarFungicide","C3",0
"996",2007,149,"FoliarFungicide","F",0
"997",2007,149,"FoliarFungicide","L",0
"998",2007,149,"FoliarFungicide","C4",38.7
"999",2007,149,"FoliarFungicide","W",0
"1000",2007,149,"FoliarFungicide","moss_lichen",0
"1001",2007,149,"FoliarFungicide","moss",0
"1002",2007,150,"SoilDrenchFungicide","C3",0
"1003",2007,150,"SoilDrenchFungicide","F",0
"1004",2007,150,"SoilDrenchFungicide","L",0
"1005",2007,150,"SoilDrenchFungicide","C4",41.7
"1006",2007,150,"SoilDrenchFungicide","W",0
"1007",2007,150,"SoilDrenchFungicide","moss_lichen",0
"1008",2007,150,"SoilDrenchFungicide","moss",0
"1009",2007,151,"AllPesticides","C3",0
"1010",2007,151,"AllPesticides","F",0
"1011",2007,151,"AllPesticides","L",12.6
"1012",2007,151,"AllPesticides","C4",8.5
"1013",2007,151,"AllPesticides","W",0
"1014",2007,151,"AllPesticides","moss_lichen",0
"1015",2007,151,"AllPesticides","moss",0
"1016",2007,152,"FoliarFungicide","C3",0.6
"1017",2007,152,"FoliarFungicide","F",0
"1018",2007,152,"FoliarFungicide","L",141.7
"1019",2007,152,"FoliarFungicide","C4",99.6
"1020",2007,152,"FoliarFungicide","W",0
"1021",2007,152,"FoliarFungicide","moss_lichen",0
"1022",2007,152,"FoliarFungicide","moss",0
"1023",2007,153,"SoilDrenchFungicide","C3",0
"1024",2007,153,"SoilDrenchFungicide","F",0
"1025",2007,153,"SoilDrenchFungicide","L",163.4
"1026",2007,153,"SoilDrenchFungicide","C4",64.6
"1027",2007,153,"SoilDrenchFungicide","W",0
"1028",2007,153,"SoilDrenchFungicide","moss_lichen",0
"1029",2007,153,"SoilDrenchFungicide","moss",0
"1030",2007,154,"Control","C3",0
"1031",2007,154,"Control","F",0
"1032",2007,154,"Control","L",20.7
"1033",2007,154,"Control","C4",14.8
"1034",2007,154,"Control","W",0
"1035",2007,154,"Control","moss_lichen",0
"1036",2007,154,"Control","moss",0
"1037",2007,155,"Insecticide","C3",0
"1038",2007,155,"Insecticide","F",0
"1039",2007,155,"Insecticide","L",25.3
"1040",2007,155,"Insecticide","C4",51.9
"1041",2007,155,"Insecticide","W",0
"1042",2007,155,"Insecticide","moss_lichen",0
"1043",2007,155,"Insecticide","moss",0
"1044",2007,156,"AllPesticides","C3",0
"1045",2007,156,"AllPesticides","F",43
"1046",2007,156,"AllPesticides","L",0
"1047",2007,156,"AllPesticides","C4",0
"1048",2007,156,"AllPesticides","W",0
"1049",2007,156,"AllPesticides","moss_lichen",0
"1050",2007,156,"AllPesticides","moss",0
"1051",2007,157,"FoliarFungicide","C3",0
"1052",2007,157,"FoliarFungicide","F",337.4
"1053",2007,157,"FoliarFungicide","L",0
"1054",2007,157,"FoliarFungicide","C4",0
"1055",2007,157,"FoliarFungicide","W",0
"1056",2007,157,"FoliarFungicide","moss_lichen",0
"1057",2007,157,"FoliarFungicide","moss",0
"1058",2007,158,"Control","C3",0
"1059",2007,158,"Control","F",3.1
"1060",2007,158,"Control","L",0
"1061",2007,158,"Control","C4",0
"1062",2007,158,"Control","W",0
"1063",2007,158,"Control","moss_lichen",0
"1064",2007,158,"Control","moss",0
"1065",2007,159,"Insecticide","C3",0
"1066",2007,159,"Insecticide","F",68.1
"1067",2007,159,"Insecticide","L",0
"1068",2007,159,"Insecticide","C4",0
"1069",2007,159,"Insecticide","W",0
"1070",2007,159,"Insecticide","moss_lichen",0
"1071",2007,159,"Insecticide","moss",0
"1072",2007,160,"SoilDrenchFungicide","C3",0
"1073",2007,160,"SoilDrenchFungicide","F",71.2
"1074",2007,160,"SoilDrenchFungicide","L",0
"1075",2007,160,"SoilDrenchFungicide","C4",0
"1076",2007,160,"SoilDrenchFungicide","W",0
"1077",2007,160,"SoilDrenchFungicide","moss_lichen",0
"1078",2007,160,"SoilDrenchFungicide","moss",0
"1079",2007,161,"AllPesticides","C3",0
"1080",2007,161,"AllPesticides","F",0
"1081",2007,161,"AllPesticides","L",54.9
"1082",2007,161,"AllPesticides","C4",0
"1083",2007,161,"AllPesticides","W",0
"1084",2007,161,"AllPesticides","moss_lichen",0
"1085",2007,161,"AllPesticides","moss",0
"1086",2007,162,"Insecticide","C3",0
"1087",2007,162,"Insecticide","F",0
"1088",2007,162,"Insecticide","L",18.7
"1089",2007,162,"Insecticide","C4",0
"1090",2007,162,"Insecticide","W",0
"1091",2007,162,"Insecticide","moss_lichen",0
"1092",2007,162,"Insecticide","moss",0
"1093",2007,163,"FoliarFungicide","C3",0
"1094",2007,163,"FoliarFungicide","F",0
"1095",2007,163,"FoliarFungicide","L",27.8
"1096",2007,163,"FoliarFungicide","C4",0
"1097",2007,163,"FoliarFungicide","W",0
"1098",2007,163,"FoliarFungicide","moss_lichen",0
"1099",2007,163,"FoliarFungicide","moss",0
"1100",2007,164,"SoilDrenchFungicide","C3",0
"1101",2007,164,"SoilDrenchFungicide","F",0
"1102",2007,164,"SoilDrenchFungicide","L",5.3
"1103",2007,164,"SoilDrenchFungicide","C4",0
"1104",2007,164,"SoilDrenchFungicide","W",0
"1105",2007,164,"SoilDrenchFungicide","moss_lichen",0
"1106",2007,164,"SoilDrenchFungicide","moss",0
"1107",2007,165,"Control","C3",0
"1108",2007,165,"Control","F",0
"1109",2007,165,"Control","L",22.5
"1110",2007,165,"Control","C4",0
"1111",2007,165,"Control","W",0
"1112",2007,165,"Control","moss_lichen",0
"1113",2007,165,"Control","moss",0
"1114",2007,166,"AllPesticides","C3",0
"1115",2007,166,"AllPesticides","F",29.4
"1116",2007,166,"AllPesticides","L",95
"1117",2007,166,"AllPesticides","C4",186.6
"1118",2007,166,"AllPesticides","W",0
"1119",2007,166,"AllPesticides","moss_lichen",0
"1120",2007,166,"AllPesticides","moss",0
"1121",2007,167,"Control","C3",0
"1122",2007,167,"Control","F",0
"1123",2007,167,"Control","L",68.3
"1124",2007,167,"Control","C4",265.2
"1125",2007,167,"Control","W",0
"1126",2007,167,"Control","moss_lichen",0
"1127",2007,167,"Control","moss",0
"1128",2007,168,"FoliarFungicide","C3",0
"1129",2007,168,"FoliarFungicide","F",25.3
"1130",2007,168,"FoliarFungicide","L",34.7
"1131",2007,168,"FoliarFungicide","C4",42.8
"1132",2007,168,"FoliarFungicide","W",0
"1133",2007,168,"FoliarFungicide","moss_lichen",0
"1134",2007,168,"FoliarFungicide","moss",0
"1135",2007,169,"SoilDrenchFungicide","C3",0
"1136",2007,169,"SoilDrenchFungicide","F",0
"1137",2007,169,"SoilDrenchFungicide","L",50.3
"1138",2007,169,"SoilDrenchFungicide","C4",240
"1139",2007,169,"SoilDrenchFungicide","W",0
"1140",2007,169,"SoilDrenchFungicide","moss_lichen",0
"1141",2007,169,"SoilDrenchFungicide","moss",0
"1142",2007,170,"Insecticide","C3",3.1
