"","Year","Plot","Subplot","Treatment","FertTrt","Species","Mass.g.m.2."
"434",2010,8,"na","Control","n","Aristida basiramea",0.55
"435",2010,8,"na","Control","n","Carex sp.",1.8
"436",2010,8,"na","Control","n","Cyperus sp.",4.95
"437",2010,8,"na","Control","n","Koeleria cristata",50.4
"438",2010,8,"na","Control","n","Lespedeza capitata",4.55
"439",2010,8,"na","Control","n","Panicum oligosanthes",0.1
"440",2010,8,"na","Control","n","Panicum perlongum",3.25
"441",2010,8,"na","Control","n","Panicum praecocious",0.05
"442",2010,8,"na","Control","n","Poa pratensis",6.75
"443",2010,8,"na","Control","n","Rhus glabra",2.8
"444",2010,8,"na","Control","n","Solidago nemoralis",48.85
"445",2010,8,"na","Control","n","Sorghastrum nutans",237.2
"446",2010,8,"na","Control","n","Viola pedatifida",1.85
"447",2010,9,"na","Insecticide","n","Ambrosia artemisiifolia elatior",0.8
"448",2010,9,"na","Insecticide","n","Carex sp.",1.55
"449",2010,9,"na","Insecticide","n","Cyperus filiculmis",0.7
"450",2010,9,"na","Insecticide","n","Koeleria cristata",32.25
"451",2010,9,"na","Insecticide","n","Lespedeza capitata",40.05
"452",2010,9,"na","Insecticide","n","Panicum perlongum",0.1
"453",2010,9,"na","Insecticide","n","Panicum praecocious",0.05
"454",2010,9,"na","Insecticide","n","Poa pratensis",1.3
"455",2010,9,"na","Insecticide","n","Solidago missouriensis",19.7
"456",2010,9,"na","Insecticide","n","Solidago nemoralis",9.85
"457",2010,9,"na","Insecticide","n","Sorghastrum nutans",62.65
"458",2010,10,"na","FoliarFungicide","n","Ambrosia artemisiifolia elatior",8.15
"459",2010,10,"na","FoliarFungicide","n","Aristida basiramea",1.85
"460",2010,10,"na","FoliarFungicide","n","Carex sp.",0.45
"461",2010,10,"na","FoliarFungicide","n","Cyperus sp.",0.8
"462",2010,10,"na","FoliarFungicide","n","Koeleria cristata",26.4
"463",2010,10,"na","FoliarFungicide","n","Lespedeza capitata",221.8
"464",2010,10,"na","FoliarFungicide","n","Liatris aspera",0.25
"465",2010,10,"na","FoliarFungicide","n","Poa pratensis",0.5
"466",2010,10,"na","FoliarFungicide","n","Sorghastrum nutans",66.85
"467",2010,11,"na","SoilDrenchFungicide","n","Ambrosia artemisiifolia elatior",2.15
"468",2010,11,"na","SoilDrenchFungicide","n","Cyperus filiculmis",1.8
"469",2010,11,"na","SoilDrenchFungicide","n","Koeleria cristata",34.2
"470",2010,11,"na","SoilDrenchFungicide","n","Lespedeza capitata",1.85
"471",2010,11,"na","SoilDrenchFungicide","n","Panicum perlongum",0.5
"472",2010,11,"na","SoilDrenchFungicide","n","Poa pratensis",10.3
"473",2010,11,"na","SoilDrenchFungicide","n","Solidago nemoralis",0.35
"474",2010,11,"na","SoilDrenchFungicide","n","Sorghastrum nutans",155.95
"475",2010,12,"na","Fenced","n","Carex sp.",0.2
"476",2010,12,"na","Fenced","n","Cyperus filiculmis",1.85
"477",2010,12,"na","Fenced","n","Koeleria cristata",11.55
"478",2010,12,"na","Fenced","n","Lespedeza capitata",0.35
"479",2010,12,"na","Fenced","n","Miscellaneous litter",0.35
"480",2010,12,"na","Fenced","n","Poa pratensis",4.6
"481",2010,12,"na","Fenced","n","Solidago rigida",3.9
"482",2010,12,"na","Fenced","n","Sorghastrum nutans",49.2
"483",2010,13,"na","AllPesticides","n","Ambrosia artemisiifolia elatior",6.4
"484",2010,13,"na","AllPesticides","n","Anemone cylindrica",0.3
"485",2010,13,"na","AllPesticides","n","Carex sp.",0.8
"486",2010,13,"na","AllPesticides","n","Cyperus filiculmis",0.2
"487",2010,13,"na","AllPesticides","n","Helianthemum bicknellii",17.4
"488",2010,13,"na","AllPesticides","n","Koeleria cristata",9.9
"489",2010,13,"na","AllPesticides","n","Lechea stricta",0.2
"490",2010,13,"na","AllPesticides","n","Lespedeza capitata",0.15
"491",2010,13,"na","AllPesticides","n","Liatris aspera",25.65
"492",2010,13,"na","AllPesticides","n","Poa pratensis",2.6
"493",2010,13,"na","AllPesticides","n","Rhus glabra",0.4
"494",2010,13,"na","AllPesticides","n","Solidago missouriensis",12
"495",2010,13,"na","AllPesticides","n","Sorghastrum nutans",97.95
"496",2010,14,"na","Control","n","Bouteloua gracilis",0.55
"497",2010,14,"na","Control","n","Carex sp.",2.45
"498",2010,14,"na","Control","n","Cyperus filiculmis",0.25
"499",2010,14,"na","Control","n","Helianthemum bicknellii",12.25
"500",2010,14,"na","Control","n","Koeleria cristata",37.45
"501",2010,14,"na","Control","n","Lespedeza capitata",94.5
"502",2010,14,"na","Control","n","Poa pratensis",12.35
"503",2010,14,"na","Control","n","Sisyrinchium campestre",3.15
"504",2010,14,"na","Control","n","Solidago nemoralis",5.5
"505",2010,14,"na","Control","n","Sorghastrum nutans",89.5
"506",2010,14,"na","Control","n","Tradescantia occidentalis",2.65
"507",2010,14,"na","Control","n","Viola pedata",0.05
"508",2010,15,"na","FoliarFungicide","n","Anemone cylindrica",6.95
"509",2010,15,"na","FoliarFungicide","n","Carex sp.",4.15
"510",2010,15,"na","FoliarFungicide","n","Cyperus sp.",1.8
"511",2010,15,"na","FoliarFungicide","n","Erigeron strigosus",1.95
"512",2010,15,"na","FoliarFungicide","n","Helianthemum bicknellii",6.25
"513",2010,15,"na","FoliarFungicide","n","Koeleria cristata",16.6
"514",2010,15,"na","FoliarFungicide","n","Lechea stricta",0.6
"515",2010,15,"na","FoliarFungicide","n","Lespedeza capitata",15.65
"516",2010,15,"na","FoliarFungicide","n","Liatris aspera",0.1
"517",2010,15,"na","FoliarFungicide","n","Miscellaneous forbs",0.05
"518",2010,15,"na","FoliarFungicide","n","Miscellaneous litter",1.45
"519",2010,15,"na","FoliarFungicide","n","Panicum oligosanthes",1.85
"520",2010,15,"na","FoliarFungicide","n","Poa pratensis",10.4
"521",2010,15,"na","FoliarFungicide","n","Solidago gigantea",20.85
"522",2010,15,"na","FoliarFungicide","n","Solidago missouriensis",2.35
"523",2010,15,"na","FoliarFungicide","n","Sorghastrum nutans",78.1
"524",2010,15,"na","FoliarFungicide","n","Viola pedatifida",1.8
"525",2010,16,"na","Insecticide","n","Ambrosia artemisiifolia elatior",2.55
"526",2010,16,"na","Insecticide","n","Bouteloua gracilis",1
"527",2010,16,"na","Insecticide","n","Carex sp.",1.45
"528",2010,16,"na","Insecticide","n","Cyperus filiculmis",0.55
"529",2010,16,"na","Insecticide","n","Helianthemum bicknellii",10.25
"530",2010,16,"na","Insecticide","n","Koeleria cristata",14.45
"531",2010,16,"na","Insecticide","n","Lespedeza capitata",58.7
"532",2010,16,"na","Insecticide","n","Liatris aspera",17.7
"533",2010,16,"na","Insecticide","n","Miscellaneous litter",0.35
"534",2010,16,"na","Insecticide","n","Panicum oligosanthes",0.4
"535",2010,16,"na","Insecticide","n","Poa pratensis",5.1
"536",2010,16,"na","Insecticide","n","Sorghastrum nutans",116.05
"537",2010,17,"na","SoilDrenchFungicide","n","Carex sp.",2.2
"538",2010,17,"na","SoilDrenchFungicide","n","Cyperus sp.",1.3
"539",2010,17,"na","SoilDrenchFungicide","n","Koeleria cristata",37.4
"540",2010,17,"na","SoilDrenchFungicide","n","Lespedeza capitata",4.8
"541",2010,17,"na","SoilDrenchFungicide","n","Liatris aspera",0.65
"542",2010,17,"na","SoilDrenchFungicide","n","Lithospermum canescens",13.8
"543",2010,17,"na","SoilDrenchFungicide","n","Miscellaneous litter",9.4
"544",2010,17,"na","SoilDrenchFungicide","n","Poa pratensis",12.65
"545",2010,17,"na","SoilDrenchFungicide","n","Solidago missouriensis",4.15
"546",2010,17,"na","SoilDrenchFungicide","n","Sorghastrum nutans",194.5
"547",2010,17,"na","SoilDrenchFungicide","n","Viola pedatifida",3.05
"548",2010,18,"na","Fenced","n","Ambrosia artemisiifolia elatior",4.5
"549",2010,18,"na","Fenced","n","Carex sp.",4
"550",2010,18,"na","Fenced","n","Cyperus sp.",2.7
"551",2010,18,"na","Fenced","n","Koeleria cristata",22
"552",2010,18,"na","Fenced","n","Lathyrus venosus",7.25
"553",2010,18,"na","Fenced","n","Lespedeza capitata",2.4
"554",2010,18,"na","Fenced","n","Miscellaneous litter",0.65
"555",2010,18,"na","Fenced","n","Poa pratensis",4.8
"556",2010,18,"na","Fenced","n","Solidago nemoralis",0.55
"557",2010,18,"na","Fenced","n","Sorghastrum nutans",92.9
"558",2010,19,"na","Insecticide","n","Ambrosia artemisiifolia elatior",15.85
"559",2010,19,"na","Insecticide","n","Anemone cylindrica",11.25
"560",2010,19,"na","Insecticide","n","Bouteloua gracilis",0.6
"561",2010,19,"na","Insecticide","n","Carex sp.",5.05
"562",2010,19,"na","Insecticide","n","Cyperus filiculmis",0.2
"563",2010,19,"na","Insecticide","n","Erigeron strigosus",1.2
"564",2010,19,"na","Insecticide","n","Helianthemum bicknellii",4.65
"565",2010,19,"na","Insecticide","n","Helianthus giganteus",30.55
"566",2010,19,"na","Insecticide","n","Lathyrus venosus",0.9
"567",2010,19,"na","Insecticide","n","Lechea stricta",0.2
"568",2010,19,"na","Insecticide","n","Leptoloma cognatum",0.05
"569",2010,19,"na","Insecticide","n","Lespedeza capitata",0.75
"570",2010,19,"na","Insecticide","n","Lithospermum canescens",1.1
"571",2010,19,"na","Insecticide","n","Panicum oligosanthes",4.8
"572",2010,19,"na","Insecticide","n","Poa pratensis",16.4
"573",2010,19,"na","Insecticide","n","Rumex acetosella",3.05
"574",2010,19,"na","Insecticide","n","Solidago missouriensis",2.7
"575",2010,19,"na","Insecticide","n","Sorghastrum nutans",133.55
"576",2010,19,"na","Insecticide","n","Viola pedatifida",2.6
"577",2010,20,"na","SoilDrenchFungicide","n","Ambrosia artemisiifolia elatior",7
"578",2010,20,"na","SoilDrenchFungicide","n","Anemone cylindrica",15.2
"579",2010,20,"na","SoilDrenchFungicide","n","Aster sp.",0.95
"580",2010,20,"na","SoilDrenchFungicide","n","Carex sp.",8.55
"581",2010,20,"na","SoilDrenchFungicide","n","Lathyrus venosus",7.75
"582",2010,20,"na","SoilDrenchFungicide","n","Lespedeza capitata",0.9
"583",2010,20,"na","SoilDrenchFungicide","n","Miscellaneous litter",3.65
"584",2010,20,"na","SoilDrenchFungicide","n","Panicum oligosanthes",0.45
"585",2010,20,"na","SoilDrenchFungicide","n","Poa pratensis",23.35
"586",2010,20,"na","SoilDrenchFungicide","n","Rudbeckia serotina",4.1
"587",2010,20,"na","SoilDrenchFungicide","n","Rumex acetosella",2.5
"588",2010,20,"na","SoilDrenchFungicide","n","Schizachyrium scoparium",0.2
"589",2010,20,"na","SoilDrenchFungicide","n","Sisyrinchium campestre",0.2
"590",2010,20,"na","SoilDrenchFungicide","n","Solidago rigida",1.7
"591",2010,20,"na","SoilDrenchFungicide","n","Sorghastrum nutans",94.75
"592",2010,20,"na","SoilDrenchFungicide","n","Tradescantia occidentalis",1.5
"593",2010,20,"na","SoilDrenchFungicide","n","Tragopogon dubius (major)",5.25
"594",2010,21,"na","Fenced","n","Ambrosia artemisiifolia elatior",5.05
"595",2010,21,"na","Fenced","n","Anemone cylindrica",21.3
"596",2010,21,"na","Fenced","n","Bouteloua gracilis",0.05
"597",2010,21,"na","Fenced","n","Carex sp.",9
"598",2010,21,"na","Fenced","n","Cyperus sp.",0.65
"599",2010,21,"na","Fenced","n","Eragrostis spectabilis",3.15
"600",2010,21,"na","Fenced","n","Helianthus laetiflorus",3.3
"601",2010,21,"na","Fenced","n","Koeleria cristata",18.25
"602",2010,21,"na","Fenced","n","Lathyrus venosus",16.15
"603",2010,21,"na","Fenced","n","Liatris aspera",0.9
"604",2010,21,"na","Fenced","n","Lupinus perennis",0.35
"605",2010,21,"na","Fenced","n","Miscellaneous forbs",0.05
"606",2010,21,"na","Fenced","n","Monarda fistulosa",0.05
"607",2010,21,"na","Fenced","n","Panicum oligosanthes",2.6
"608",2010,21,"na","Fenced","n","Panicum perlongum",0.05
"609",2010,21,"na","Fenced","n","Poa pratensis",22.3
"610",2010,21,"na","Fenced","n","Rosa arkansana",0.05
"611",2010,21,"na","Fenced","n","Rudbeckia serotina",5.2
"612",2010,21,"na","Fenced","n","Rumex acetosella",0.6
"613",2010,21,"na","Fenced","n","Solidago nemoralis",1.2
"614",2010,21,"na","Fenced","n","Sorghastrum nutans",95.85
"615",2010,22,"na","FoliarFungicide","n","Ambrosia artemisiifolia elatior",14.1
"616",2010,22,"na","FoliarFungicide","n","Anemone cylindrica",0.05
"617",2010,22,"na","FoliarFungicide","n","Bouteloua gracilis",0.55
"618",2010,22,"na","FoliarFungicide","n","Erigeron strigosus",10.45
"619",2010,22,"na","FoliarFungicide","n","Helianthus giganteus",20.45
"620",2010,22,"na","FoliarFungicide","n","Koeleria cristata",16.9
"621",2010,22,"na","FoliarFungicide","n","Lathyrus venosus",11.6
"622",2010,22,"na","FoliarFungicide","n","Lespedeza capitata",0.3
"623",2010,22,"na","FoliarFungicide","n","Panicum oligosanthes",1.5
"624",2010,22,"na","FoliarFungicide","n","Poa pratensis",14.75
"625",2010,22,"na","FoliarFungicide","n","Rumex acetosella",2.65
"626",2010,22,"na","FoliarFungicide","n","Solidago nemoralis",1.1
"627",2010,22,"na","FoliarFungicide","n","Solidago speciosa",7.4
"628",2010,22,"na","FoliarFungicide","n","Sorghastrum nutans",44.75
"629",2010,23,"na","AllPesticides","n","Ambrosia artemisiifolia elatior",9.6
"630",2010,23,"na","AllPesticides","n","Anemone cylindrica",27.05
"631",2010,23,"na","AllPesticides","n","Bouteloua gracilis",1.35
"632",2010,23,"na","AllPesticides","n","Carex sp.",12.4
"633",2010,23,"na","AllPesticides","n","Eragrostis spectabilis",11.35
"634",2010,23,"na","AllPesticides","n","Erigeron canadensis",0.75
"635",2010,23,"na","AllPesticides","n","Koeleria cristata",6.8
"636",2010,23,"na","AllPesticides","n","Lathyrus venosus",73.65
"637",2010,23,"na","AllPesticides","n","Liatris aspera",1
"638",2010,23,"na","AllPesticides","n","Miscellaneous litter",3.55
"639",2010,23,"na","AllPesticides","n","Panicum oligosanthes",4.35
"640",2010,23,"na","AllPesticides","n","Panicum perlongum",1.15
"641",2010,23,"na","AllPesticides","n","Poa pratensis",32.75
"642",2010,23,"na","AllPesticides","n","Rudbeckia serotina",5.8
"643",2010,23,"na","AllPesticides","n","Rumex acetosella",1.65
"644",2010,23,"na","AllPesticides","n","Solidago nemoralis",17.5
"645",2010,23,"na","AllPesticides","n","Sorghastrum nutans",111.25
"646",2010,23,"na","AllPesticides","n","Viola pedatifida",1
"647",2010,24,"na","Control","n","Ambrosia artemisiifolia elatior",42.55
"648",2010,24,"na","Control","n","Andropogon gerardi",2.45
"649",2010,24,"na","Control","n","Anemone cylindrica",0.15
"650",2010,24,"na","Control","n","Aristida basiramea",0.45
"651",2010,24,"na","Control","n","Carex sp.",3.25
"652",2010,24,"na","Control","n","Euphorbia glyptosperma",0.05
"653",2010,24,"na","Control","n","Liatris aspera",45.8
"654",2010,24,"na","Control","n","Oxybaphus hirsutus",0.1
"655",2010,24,"na","Control","n","Panicum oligosanthes",3.15
"656",2010,24,"na","Control","n","Physalis virginiana",0.1
"657",2010,24,"na","Control","n","Poa pratensis",30.35
"658",2010,24,"na","Control","n","Rudbeckia serotina",11.1
"659",2010,24,"na","Control","n","Rumex acetosella",1.5
"660",2010,24,"na","Control","n","Setaria lutescens (glauca)",0.05
"661",2010,24,"na","Control","n","Solidago missouriensis",26
"662",2010,24,"na","Control","n","Sorghastrum nutans",116.05
"663",2010,25,"na","Fenced","n","Agrostis scabra",1.5
"664",2010,25,"na","Fenced","n","Ambrosia artemisiifolia elatior",10.85
"665",2010,25,"na","Fenced","n","Carex sp.",1.9
"666",2010,25,"na","Fenced","n","Cyperus filiculmis",1.6
"667",2010,25,"na","Fenced","n","Koeleria cristata",26.8
"668",2010,25,"na","Fenced","n","Lespedeza capitata",31
"669",2010,25,"na","Fenced","n","Liatris aspera",2.05
"670",2010,25,"na","Fenced","n","Panicum perlongum",1.4
"671",2010,25,"na","Fenced","n","Poa pratensis",10.75
"672",2010,25,"na","Fenced","n","Rosa arkansana",36.4
"673",2010,25,"na","Fenced","n","Sorghastrum nutans",161.75
"674",2010,25,"na","Fenced","n","Viola pedatifida",4.65
"675",2010,26,"na","FoliarFungicide","n","Ambrosia artemisiifolia elatior",6.65
"676",2010,26,"na","FoliarFungicide","n","Carex sp.",0.8
"677",2010,26,"na","FoliarFungicide","n","Chenopodium leptophyllum",0.25
"678",2010,26,"na","FoliarFungicide","n","Cyperus sp.",1.95
"679",2010,26,"na","FoliarFungicide","n","Koeleria cristata",27.7
"680",2010,26,"na","FoliarFungicide","n","Lespedeza capitata",35.55
"681",2010,26,"na","FoliarFungicide","n","Liatris aspera",0.3
"682",2010,26,"na","FoliarFungicide","n","Lithospermum canescens",1.25
"683",2010,26,"na","FoliarFungicide","n","Miscellaneous forbs",5.5
"684",2010,26,"na","FoliarFungicide","n","Panicum perlongum",2.2
"685",2010,26,"na","FoliarFungicide","n","Poa pratensis",21.45
"686",2010,26,"na","FoliarFungicide","n","Solidago rigida",0.1
"687",2010,26,"na","FoliarFungicide","n","Sorghastrum nutans",107.3
"688",2010,27,"na","SoilDrenchFungicide","n","Agrostis scabra",0.65
"689",2010,27,"na","SoilDrenchFungicide","n","Ambrosia artemisiifolia elatior",6.35
"690",2010,27,"na","SoilDrenchFungicide","n","Bouteloua gracilis",0.7
"691",2010,27,"na","SoilDrenchFungicide","n","Carex sp.",0.55
"692",2010,27,"na","SoilDrenchFungicide","n","Cyperus filiculmis",0.6
"693",2010,27,"na","SoilDrenchFungicide","n","Koeleria cristata",51.1
"694",2010,27,"na","SoilDrenchFungicide","n","Lespedeza capitata",2.5
"695",2010,27,"na","SoilDrenchFungicide","n","Liatris aspera",0.1
"696",2010,27,"na","SoilDrenchFungicide","n","Sorghastrum nutans",104.9
"697",2010,28,"na","AllPesticides","n","Ambrosia artemisiifolia elatior",1.85
"698",2010,28,"na","AllPesticides","n","Carex sp.",0.55
"699",2010,28,"na","AllPesticides","n","Cyperus filiculmis",5.65
"700",2010,28,"na","AllPesticides","n","Koeleria cristata",67.9
"701",2010,28,"na","AllPesticides","n","Lespedeza capitata",26.25
"702",2010,28,"na","AllPesticides","n","Panicum perlongum",0.9
"703",2010,28,"na","AllPesticides","n","Poa pratensis",5.7
"704",2010,28,"na","AllPesticides","n","Polygala polygama",0.85
"705",2010,28,"na","AllPesticides","n","Rosa arkansana",48.85
"706",2010,28,"na","AllPesticides","n","Solidago nemoralis",23.8
"707",2010,28,"na","AllPesticides","n","Sorghastrum nutans",95.95
"708",2010,28,"na","AllPesticides","n","Viola pedatifida",1.95
"709",2010,29,"na","Control","n","Ambrosia artemisiifolia elatior",5.8
"710",2010,29,"na","Control","n","Aristida basiramea",0.7
"711",2010,29,"na","Control","n","Carex sp.",2.4
"712",2010,29,"na","Control","n","Cyperus sp.",2.55
"713",2010,29,"na","Control","n","Koeleria cristata",7.65
"714",2010,29,"na","Control","n","Lespedeza capitata",25.85
"715",2010,29,"na","Control","n","Lithospermum canescens",1
"716",2010,29,"na","Control","n","Panicum perlongum",5.35
"717",2010,29,"na","Control","n","Poa pratensis",10.5
"718",2010,29,"na","Control","n","Solidago nemoralis",2.3
"719",2010,29,"na","Control","n","Sorghastrum nutans",52.55
"720",2010,30,"na","Insecticide","n","Andropogon gerardi",0.2
"721",2010,30,"na","Insecticide","n","Carex sp.",2.1
"722",2010,30,"na","Insecticide","n","Cyperus sp.",6.75
"723",2010,30,"na","Insecticide","n","Koeleria cristata",40.8
"724",2010,30,"na","Insecticide","n","Lespedeza capitata",5.05
"725",2010,30,"na","Insecticide","n","Lithospermum canescens",13.65
"726",2010,30,"na","Insecticide","n","Panicum perlongum",0.3
"727",2010,30,"na","Insecticide","n","Poa pratensis",1.85
"728",2010,30,"na","Insecticide","n","Rosa arkansana",16.95
"729",2010,30,"na","Insecticide","n","Solidago rigida",7.1
"730",2010,30,"na","Insecticide","n","Sorghastrum nutans",141.1
"731",2010,31,"na","SoilDrenchFungicide","n","Ambrosia artemisiifolia elatior",6.4
"732",2010,31,"na","SoilDrenchFungicide","n","Aristida basiramea",12.65
"733",2010,31,"na","SoilDrenchFungicide","n","Bouteloua gracilis",2.65
"734",2010,31,"na","SoilDrenchFungicide","n","Carex sp.",1.5
"735",2010,31,"na","SoilDrenchFungicide","n","Cyperus filiculmis",1.05
"736",2010,31,"na","SoilDrenchFungicide","n","Erigeron canadensis",0.65
"737",2010,31,"na","SoilDrenchFungicide","n","Koeleria cristata",25.7
"738",2010,31,"na","SoilDrenchFungicide","n","Lespedeza capitata",10.55
"739",2010,31,"na","SoilDrenchFungicide","n","Miscellaneous litter",0.7
"740",2010,31,"na","SoilDrenchFungicide","n","Poa pratensis",19.65
"741",2010,31,"na","SoilDrenchFungicide","n","Sisyrinchium campestre",0.05
"742",2010,31,"na","SoilDrenchFungicide","n","Solidago nemoralis",61.95
"743",2010,31,"na","SoilDrenchFungicide","n","Sorghastrum nutans",4.1
"744",2010,32,"na","Control","n","Ambrosia artemisiifolia elatior",3.55
"745",2010,32,"na","Control","n","Cyperus sp.",0.55
"746",2010,32,"na","Control","n","Koeleria cristata",25.6
